"","label","text"
"4378","spam","If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
"4379","ham","How much is torch in 9ja."
"4380","ham","Doing nothing, then u not having dinner w us?"
"4382","ham","Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo."
"4383","ham","Mathews or tait or edwards or anderson"
"4387","spam","Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705"
"4395","spam","RECPT 1/3. You have ordered a Ringtone. Your order is being processed..."
"4396","ham","Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!"
"4397","ham","Only just got this message, not ignoring you. Yes, i was. Shopping that is"
"4400","ham","Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
"4402","ham","Juz go google n search 4 qet..."
"4407","ham","Dun need to use dial up juz open da browser n surf..."
"4408","spam","As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP"
"4411","spam","For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
"4414","ham","If i said anything wrong sorry de:-)"
"4426","ham","Update your face book status frequently :)"
"4427","ham","Just now saw your message.it k da:)"
"4431","ham","Hey they r not watching movie tonight so i'll prob b home early..."
"4433","ham","2mro i am not coming to gym machan. Goodnight."
"4434","ham","Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks"
"4437","spam","Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324"
"4438","ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"4439","ham","How come u got nothing to do?"
"4441","ham","i want to grasp your pretty booty :)"
"4443","ham","I'm going 2 orchard now laready me reaching soon. U reaching?"
"4444","ham","Dear i am not denying your words please"
"4448","ham","Merry christmas to u too annie!"
"4449","ham","Please tell me you have some of that special stock you were talking about"
"4451","spam","Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
"4452","ham","Awesome, be there in a minute"
"4455","ham","Or I guess  &lt;#&gt;  min"
"4458","ham","If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
"4459","ham","Aight should I just plan to come up later tonight?"
"4460","ham","Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad..."
"4461","spam","Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
"4464","ham","Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
"4467","ham","""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X"""
"4474","spam","3. You have received your mobile content. Enjoy"
"4476","spam","Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min"
"4491","ham","The new deus ex game comin early next yr"
"4494","ham","Probably a couple hours tops"
"4497","ham","Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day."
"4500","spam","Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
"4501","spam","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
"4502","ham","Nvm take ur time."
"4504","ham","Wot is u up 2 then bitch?"
"4506","ham","She told to hr that he want posting in chennai:)because i'm working here:)"
"4507","spam","Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a"
"4510","ham","Not able to do anything."
"4511","ham","Ü takin linear algebra today?"
"4515","spam","Money i have won wining number 946 wot do i do next"
"4516","ham","Sure, whenever you show the fuck up &gt;:("
"4517","ham","That was random saw my old roomate on campus. He graduated"
"4518","spam","Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
"4521","ham","Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
"4528","spam","I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
"4529","ham","Understand. his loss is my gain :) so do you work? School?"
"4533","ham","I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly."
"4535","spam","Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070"
"4537","ham","IM LATE TELLMISS IM ON MY WAY"
"4538","ham","Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:"
"4540","ham","Dare i ask... Any luck with sorting out the car?"
"4544","spam","FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv"
"4549","ham","Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later."
"4550","ham","Hope you are having a good week. Just checking in"
"4551","ham","Haha, my friend tyler literally just asked if you could get him a dubsack"
"4555","ham","Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor..."
"4557","ham","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
"4560","ham","PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)"
"4562","ham","I'm awake oh. What's up."
"4563","ham","Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe"
"4564","ham","How much u trying to get?"
"4565","ham","Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
"4567","ham","Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
"4572","spam","Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"
"4573","ham","""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE """
"4575","spam","""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"""
"4578","spam","Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066"
"4579","spam","Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
"4580","spam","Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
"4581","ham","No plans yet. What are you doing ?"
"4583","ham","Not course. Only maths one day one chapter with in one month we can finish."
"4584","ham","Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)"
"4585","spam","For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
"4587","spam","U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm"
"4588","spam","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
"4593","spam","Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50"
"4597","ham","Yo sorry was in the shower sup"
"4598","ham","Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
"4599","ham","Full heat pa:-) i have applyed oil pa."
"4602","ham","Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing"
"4603","spam","FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop"
"4606","ham","THANX 4 PUTTIN DA FONE DOWN ON ME!!"
"4607","ham","I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
"4611","ham","Y de asking like this."
"4612","ham","Just glad to be talking to you."
"4613","ham","Wat time ü finish?"
"4614","ham","Sorry da. I gone mad so many pending works what to do."
"4615","ham","How much you got for cleaning"
"4617","spam","Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B"
"4619","ham","Good. do you think you could send me some pix? I would love to see your top and bottom..."
"4621","ham","Sorry, I'll call later In meeting."
"4624","ham","They finally came to fix the ceiling."
"4625","ham","U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
"4629","spam","Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!"
"4630","spam","Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply."
"4633","ham","Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
"4635","ham","Oh wow thats gay. Will firmware update help"
"4640","ham","Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
"4641","ham","Of course. I guess god's just got me on hold right now."
"4642","ham","Do you hide anythiing or keeping distance from me"
"4644","spam","You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3"
"4646","ham","Did u got that persons story"
"4648","spam","We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705"
"4651","ham","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
"4652","ham","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
"4653","spam","A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611"
"4657","ham","Our Prasanth ettans mother passed away last night. Just pray for her and family."
"4658","ham","K, I'll work something out"
"4659","spam","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04"
"4660","ham","This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age"
"4667","ham","Ok set let u noe e details later..."
"4672","ham","I didnt get ur full msg..sometext is missing, send it again"
"4674","spam","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
"4675","ham","I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?"
"4676","ham","I'm leaving my house now."
"4677","spam","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
"4678","ham","Ü ready then call me..."
"4684","ham","Haha yeah, 2 oz is kind of a shitload"
"4687","ham","Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
"4688","ham","But pls dont play in others life."
"4689","ham","Eatin my lunch..."
"4693","ham","Surly ill give it to you:-) while coming to review."
"4697","spam","URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
"4702","spam","WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
"4705","ham","Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ..."
"4706","ham","Yar but they say got some error."
"4707","ham","Hey anyway i have to :-)"
"4716","ham","Oops i thk i dun haf enuff... I go check then tell ü.."
"4718","ham","Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
"4719","ham","K will do, addie &amp; I are doing some art so I'll be here when you get home"
"4720","ham","My uncles in Atlanta. Wish you guys a great semester."
"4723","ham","Yup. Anything lor, if u dun wan it's ok..."
"4724","ham","I'm home, my love ... If your still awake ... *loving kiss*"
"4726","spam","FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
"4728","ham","Jason says it's cool if we pick some up from his place in like an hour"
"4729","spam","Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
"4730","ham","I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;"
"4732","ham","I dont know ask to my brother. Nothing problem some thing that. Just i told ."
"4734","ham","Wat time r ü going to xin's hostel?"
"4735","ham","Good Morning my Dear Shijutta........... Have a great &amp; successful day."
"4736","spam","Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase"
"4737","ham","Oh k:)after that placement there ah?"
"4739","ham","Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
"4741","ham","We have pizza if u want"
"4742","ham","I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
"4743","ham","Many more happy returns of the day. I wish you happy birthday."
"4744","ham","Ya very nice. . .be ready on thursday"
"4746","ham","""Thinking of u ;) x"""
"4747","spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
"4749","ham","When you just put in the + sign, choose my number and the pin will show. Right?"
"4750","ham","The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8"
"4752","ham","If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
"4753","spam","Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n"
"4755","spam","Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These.."
"4760","spam","URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"
"4761","spam","Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082"
"4762","ham","I'm home. Doc gave me pain meds says everything is fine."
"4764","ham","Me too! Have a lovely night xxx"
"4767","ham","if you text on your way to cup stop that should work. And that should be BUS"
"4768","ham","Whens your radio show?"
"4769","spam","Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412"
"4777","ham","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
"4780","ham","U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM"
"4787","spam","Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
"4788","ham","Holy living christ what is taking you so long"
"4789","ham","Ü thk of wat to eat tonight."
"4790","ham","Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
"4791","ham","We're on the opposite side from where we dropped you off"
"4798","spam","URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893"
"4799","spam","Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com"
"4809","spam","PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05"
"4810","ham","What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend."
"4814","ham","fyi I'm at usf now, swing by the room whenever"
"4819","ham","Me too. Mark is taking forever to pick up my prescription and the pain is coming back."
"4821","ham","Got smaller capacity one? Quite ex..."
"4822","spam","Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo"
"4824","spam","u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )"
"4826","ham","Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?"
"4833","ham","Po de :-):):-):-):-). No need job aha."
"4835","spam","New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
"4840","ham","All boys made fun of me today. Ok i have no problem. I just sent one message just for fun"
"4841","ham","That's one of the issues but california is okay. No snow so its manageable"
"4842","spam","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0"
"4843","ham","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
"4846","spam","YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386"
"4851","ham","either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you."
"4852","ham","Maybe you should find something else to do instead???"
"4856","ham","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
"4858","ham","yes baby! I need to stretch open your pussy!"
"4860","ham","Ok..."
"4864","spam","**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270"
"4865","spam","Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!"
"4867","ham","I'm really sorry I lit your hair on fire"
"4871","ham","1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face."
"4873","ham","Well. You know what i mean. Texting"
"4876","ham","Wat happened to the cruise thing"
"4877","ham","I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
"4878","spam","lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468"
"4880","spam","No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"4881","ham","Yeah just open chat and click friend lists. Then make the list. Easy as pie"
"4882","ham","alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap"
"4889","spam","Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award."
"4890","ham","You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later."
"4891","ham","Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
"4894","ham","Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night."
"4897","spam","Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow"
"4902","spam","ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
"4904","spam","* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw"
"4907","spam","Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers"
"4908","ham","Will you come online today night"
"4909","ham","Then anything special?"
"4910","ham","I'm in solihull, | do you want anything?"
"4915","spam","Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
"4916","ham","You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless."
"4918","ham","Just dropped em off, omw back now"
"4919","spam","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
"4921","ham","Re your call; You didn't see my facebook huh?"
"4924","ham","Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply."
"4926","ham","We can go 4 e normal pilates after our intro..."
"4927","ham","Ok... Let u noe when i leave my house."
"4929","ham","Wanna do some art?! :D"
"4931","spam","Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
"4932","spam","Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
"4942","ham","Ü go home liao? Ask dad to pick me up at 6..."
"4943","ham","Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?"
"4947","ham","Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
"4949","spam","Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!"
"4950","spam","Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
"4954","spam","Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
"4956","ham","U coming back 4 dinner rite? Dad ask me so i re confirm wif u..."
"4959","ham","I'm vivek:)i got call from your number."
"4961","ham","What i mean was i left too early to check, cos i'm working a 9-6."
"4963","ham","A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
"4964","ham","Yup ok..."
"4966","spam","Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp"
"4968","spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only"
"4969","spam","You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill"
"4972","ham","We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that"
"4973","ham","Hey come online! Use msn... We are all there"
"4974","ham","I'm fine. Hope you are good. Do take care."
"4978","ham","You are gorgeous! keep those pix cumming :) thank you!"
"4985","ham","Networking job is there."
"4986","spam","goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468"
"4988","ham","That's y u haf 2 keep me busy..."
"4989","ham","No rushing. I'm not working. I'm in school so if we rush we go hungry."
"4992","spam","Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app"
"5000","ham","Can you talk with me.."
"5005","spam","CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16"
"5008","ham","ILL B DOWN SOON"
"5011","ham","My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
"5013","spam","You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p"
"5014","ham","U attend ur driving lesson how many times a wk n which day?"
"5016","ham","Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*"
"5019","spam","Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
"5023","ham",":-( sad puppy noise"
"5025","ham","Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota"
"5028","spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"
"5029","spam","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04"
"5031","spam","I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)"
"5034","ham","Ok i vl..do u know i got adsense approved.."
"5036","ham","I want to go to perumbavoor"
"5038","spam","You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt"
"5040","ham","Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model."
"5042","spam","Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468"
"5044","spam","Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186."
"5048","ham","Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it."
"5053","ham","With my sis lor... We juz watched italian job."
"5056","spam","Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56"
"5057","ham","Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?"
"5058","ham","Goodnight da thangam I really miss u dear."
"5061","spam","Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674"
"5064","ham","Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?"
"5069","spam","83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541"
"5072","spam","5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity."
"5073","ham","As in different styles?"
"5074","spam","WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub."
"5075","ham","Gud ni8 dear..slp well..take care..swt dreams..Muah.."
"5077","spam","This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
"5080","spam","Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
